ADR94072	ftp.sra.ebi.ac.uk/vol1/fastq/SRR817/001/SRR8176001/SRR8176001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR817/001/SRR8176001/SRR8176001_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR817/001/SRR8176001/SRR8176001_2.fastq.gz
ADR94211	ftp.sra.ebi.ac.uk/vol1/fastq/SRR817/000/SRR8176000/SRR8176000.fastq.gz		
ADR94238	ftp.sra.ebi.ac.uk/vol1/fastq/SRR817/009/SRR8175999/SRR8175999.fastq.gz 		
